Entry ID,Content ID,Datetime,Content Type,Category,Reaction Type,Sentiment,Score
2652,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,12/27/2020 20:28:29,Photo,Travel,Super Love,Positive,75.00
2653,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,12/30/2020 15:12:54,Photo,Travel,Worried,Negative,12.00
2654,ef99fd68-74fb-4c72-bc70-742ebca14499,8/20/2020 0:06:38,Video,Soccer,Like,Positive,50.00
2655,ef99fd68-74fb-4c72-bc70-742ebca14499,5/8/2021 11:49:46,Video,Soccer,Super Love,Positive,75.00
2656,ef99fd68-74fb-4c72-bc70-742ebca14499,3/18/2021 2:31:44,Video,Soccer,Indifferent,Neutral,20.00
2657,ef99fd68-74fb-4c72-bc70-742ebca14499,2/12/2021 9:46:46,Video,Soccer,Peeking,Neutral,35.00
2658,ef99fd68-74fb-4c72-bc70-742ebca14499,11/3/2020 0:23:00,Video,Soccer,Intrigued,Positive,45.00
2659,ef99fd68-74fb-4c72-bc70-742ebca14499,1/28/2021 13:54:32,Video,Soccer,Scared,Negative,15.00
2660,ef99fd68-74fb-4c72-bc70-742ebca14499,1/2/2021 3:49:24,Video,Soccer,Dislike,Negative,10.00
2661,ef99fd68-74fb-4c72-bc70-742ebca14499,4/23/2021 3:59:10,Video,Soccer,Intrigued,Positive,45.00
2662,ef99fd68-74fb-4c72-bc70-742ebca14499,2/4/2021 13:07:20,Video,Soccer,Peeking,Neutral,35.00
2663,ef99fd68-74fb-4c72-bc70-742ebca14499,3/27/2021 20:29:56,Video,Soccer,Super Love,Positive,75.00
2664,ef99fd68-74fb-4c72-bc70-742ebca14499,11/11/2020 22:03:25,Video,Soccer,Intrigued,Positive,45.00
2665,ef99fd68-74fb-4c72-bc70-742ebca14499,9/18/2020 0:31:13,Video,Soccer,Like,Positive,50.00
2666,ef99fd68-74fb-4c72-bc70-742ebca14499,9/23/2020 20:46:30,Video,Soccer,Hate,Negative,5.00
2667,ef99fd68-74fb-4c72-bc70-742ebca14499,7/29/2020 2:23:04,Video,Soccer,Adore,Positive,72.00
2668,ef99fd68-74fb-4c72-bc70-742ebca14499,12/15/2020 7:24:37,Video,Soccer,Hate,Negative,5.00
2669,ef99fd68-74fb-4c72-bc70-742ebca14499,4/18/2021 3:43:33,Video,Soccer,Love,Positive,65.00
2670,ef99fd68-74fb-4c72-bc70-742ebca14499,12/31/2020 10:02:10,Video,Soccer,Indifferent,Neutral,20.00
2671,ef99fd68-74fb-4c72-bc70-742ebca14499,10/2/2020 17:36:44,Video,Soccer,Indifferent,Neutral,20.00
2672,ef99fd68-74fb-4c72-bc70-742ebca14499,4/20/2021 4:36:17,Video,Soccer,Hate,Negative,5.00
2673,ef99fd68-74fb-4c72-bc70-742ebca14499,3/13/2021 7:31:21,Video,Soccer,Indifferent,Neutral,20.00
2674,ef99fd68-74fb-4c72-bc70-742ebca14499,10/21/2020 3:47:54,Video,Soccer,Like,Positive,50.00
2675,ef99fd68-74fb-4c72-bc70-742ebca14499,6/7/2021 6:32:00,Video,Soccer,Intrigued,Positive,45.00
2676,ef99fd68-74fb-4c72-bc70-742ebca14499,1/16/2021 12:45:42,Video,Soccer,Intrigued,Positive,45.00
2677,ef99fd68-74fb-4c72-bc70-742ebca14499,5/25/2021 23:39:00,Video,Soccer,Disgust,Negative,0.00
2678,ef99fd68-74fb-4c72-bc70-742ebca14499,10/23/2020 8:34:21,Video,Soccer,Love,Positive,65.00
2679,ef99fd68-74fb-4c72-bc70-742ebca14499,1/6/2021 22:27:23,Video,Soccer,Like,Positive,50.00
2680,ef99fd68-74fb-4c72-bc70-742ebca14499,5/7/2021 22:06:16,Video,Soccer,Dislike,Negative,10.00
2681,ef99fd68-74fb-4c72-bc70-742ebca14499,12/27/2020 16:19:35,Video,Soccer,Adore,Positive,72.00
2682,ef99fd68-74fb-4c72-bc70-742ebca14499,12/14/2020 20:38:02,Video,Soccer,Heart,Positive,60.00
2683,ef99fd68-74fb-4c72-bc70-742ebca14499,2/26/2021 9:58:01,Video,Soccer,Interested,Positive,30.00
2684,ef99fd68-74fb-4c72-bc70-742ebca14499,11/15/2020 18:52:34,Video,Soccer,Adore,Positive,72.00
2685,ef99fd68-74fb-4c72-bc70-742ebca14499,8/31/2020 14:10:24,Video,Soccer,Indifferent,Neutral,20.00
2686,ef99fd68-74fb-4c72-bc70-742ebca14499,8/20/2020 22:53:02,Video,Soccer,Love,Positive,65.00
2687,ef99fd68-74fb-4c72-bc70-742ebca14499,6/2/2021 16:20:17,Video,Soccer,Hate,Negative,5.00
2688,ef99fd68-74fb-4c72-bc70-742ebca14499,7/19/2020 14:27:31,Video,Soccer,Cherish,Positive,70.00
2689,ef99fd68-74fb-4c72-bc70-742ebca14499,8/23/2020 19:47:06,Video,Soccer,Heart,Positive,60.00
2690,ef99fd68-74fb-4c72-bc70-742ebca14499,6/11/2021 2:51:58,Video,Soccer,Dislike,Negative,10.00
2691,ef99fd68-74fb-4c72-bc70-742ebca14499,7/18/2020 15:00:45,Video,Soccer,Love,Positive,65.00
2692,ef99fd68-74fb-4c72-bc70-742ebca14499,11/4/2020 2:03:06,Video,Soccer,Intrigued,Positive,45.00
2693,ef99fd68-74fb-4c72-bc70-742ebca14499,11/3/2020 9:36:48,Video,Soccer,Interested,Positive,30.00
2694,ef99fd68-74fb-4c72-bc70-742ebca14499,5/29/2021 3:22:38,Video,Soccer,Cherish,Positive,70.00
2695,d147ab3c-4097-4eec-b4dc-480e4ece801b,10/7/2020 13:11:59,Audio,Culture,Heart,Positive,60.00
2696,d147ab3c-4097-4eec-b4dc-480e4ece801b,7/26/2020 12:15:46,Audio,Culture,Dislike,Negative,10.00
2697,d147ab3c-4097-4eec-b4dc-480e4ece801b,5/25/2021 7:18:29,Audio,Culture,Disgust,Negative,0.00
2698,d147ab3c-4097-4eec-b4dc-480e4ece801b,5/25/2021 22:40:24,Audio,Culture,Indifferent,Neutral,20.00
2699,62681a6c-fe82-4186-ba7d-0805ae5b95ed,6/29/2020 23:51:06,Audio,Veganism,Super Love,Positive,75.00
2700,62681a6c-fe82-4186-ba7d-0805ae5b95ed,5/6/2021 7:29:37,Audio,Veganism,Want,Positive,70.00
2701,62681a6c-fe82-4186-ba7d-0805ae5b95ed,2/10/2021 16:00:33,Audio,Veganism,Disgust,Negative,0.00
2702,62681a6c-fe82-4186-ba7d-0805ae5b95ed,7/27/2020 14:54:13,Audio,Veganism,Super Love,Positive,75.00
2703,62681a6c-fe82-4186-ba7d-0805ae5b95ed,2/12/2021 22:19:24,Audio,Veganism,Adore,Positive,72.00
2704,62681a6c-fe82-4186-ba7d-0805ae5b95ed,9/25/2020 22:29:17,Audio,Veganism,Cherish,Positive,70.00
2705,62681a6c-fe82-4186-ba7d-0805ae5b95ed,8/25/2020 13:51:29,Audio,Veganism,Want,Positive,70.00
2706,62681a6c-fe82-4186-ba7d-0805ae5b95ed,10/29/2020 9:24:48,Audio,Veganism,Want,Positive,70.00
2707,62681a6c-fe82-4186-ba7d-0805ae5b95ed,11/1/2020 8:01:41,Audio,Veganism,Love,Positive,65.00
2708,62681a6c-fe82-4186-ba7d-0805ae5b95ed,5/29/2021 12:38:42,Audio,Veganism,Love,Positive,65.00
2709,62681a6c-fe82-4186-ba7d-0805ae5b95ed,3/2/2021 0:56:50,Audio,Veganism,Worried,Negative,12.00
2710,ec8e2d25-5730-4753-a0a2-d1ed41e23623,5/18/2021 19:46:57,Video,Healthy Eating,Worried,Negative,12.00
2711,ec8e2d25-5730-4753-a0a2-d1ed41e23623,5/8/2021 4:27:59,Video,Healthy Eating,Scared,Negative,15.00
2712,ec8e2d25-5730-4753-a0a2-d1ed41e23623,8/22/2020 4:43:13,Video,Healthy Eating,Like,Positive,50.00
2713,ec8e2d25-5730-4753-a0a2-d1ed41e23623,5/24/2021 23:39:14,Video,Healthy Eating,Dislike,Negative,10.00
2714,ec8e2d25-5730-4753-a0a2-d1ed41e23623,12/5/2020 19:25:32,Video,Healthy Eating,Dislike,Negative,10.00
2715,ec8e2d25-5730-4753-a0a2-d1ed41e23623,5/27/2021 19:25:02,Video,Healthy Eating,Worried,Negative,12.00
2716,ec8e2d25-5730-4753-a0a2-d1ed41e23623,9/27/2020 4:30:17,Video,Healthy Eating,Love,Positive,65.00
2717,ec8e2d25-5730-4753-a0a2-d1ed41e23623,9/19/2020 4:50:43,Video,Healthy Eating,Intrigued,Positive,45.00
2718,ec8e2d25-5730-4753-a0a2-d1ed41e23623,3/9/2021 8:01:10,Video,Healthy Eating,Scared,Negative,15.00
2719,ec8e2d25-5730-4753-a0a2-d1ed41e23623,2/22/2021 3:22:01,Video,Healthy Eating,Heart,Positive,60.00
2720,ec8e2d25-5730-4753-a0a2-d1ed41e23623,2/11/2021 14:47:25,Video,Healthy Eating,Super Love,Positive,75.00
2721,ec8e2d25-5730-4753-a0a2-d1ed41e23623,3/4/2021 12:32:49,Video,Healthy Eating,Scared,Negative,15.00
2722,ec8e2d25-5730-4753-a0a2-d1ed41e23623,11/15/2020 17:07:22,Video,Healthy Eating,Like,Positive,50.00
2723,ec8e2d25-5730-4753-a0a2-d1ed41e23623,9/7/2020 16:24:59,Video,Healthy Eating,Intrigued,Positive,45.00
2724,ec8e2d25-5730-4753-a0a2-d1ed41e23623,7/23/2020 5:18:46,Video,Healthy Eating,Scared,Negative,15.00
2725,ec8e2d25-5730-4753-a0a2-d1ed41e23623,11/17/2020 0:10:23,Video,Healthy Eating,Interested,Positive,30.00
2726,ec8e2d25-5730-4753-a0a2-d1ed41e23623,4/27/2021 14:28:24,Video,Healthy Eating,Heart,Positive,60.00
2727,ec8e2d25-5730-4753-a0a2-d1ed41e23623,7/3/2020 15:21:36,Video,Healthy Eating,Like,Positive,50.00
2728,ec8e2d25-5730-4753-a0a2-d1ed41e23623,1/17/2021 8:39:59,Video,Healthy Eating,Cherish,Positive,70.00
2729,ec8e2d25-5730-4753-a0a2-d1ed41e23623,10/22/2020 5:57:16,Video,Healthy Eating,Heart,Positive,60.00
2730,ec8e2d25-5730-4753-a0a2-d1ed41e23623,2/12/2021 9:31:46,Video,Healthy Eating,Interested,Positive,30.00
2731,ec8e2d25-5730-4753-a0a2-d1ed41e23623,1/23/2021 18:49:27,Video,Healthy Eating,Hate,Negative,5.00
2732,ec8e2d25-5730-4753-a0a2-d1ed41e23623,8/25/2020 10:08:53,Video,Healthy Eating,Dislike,Negative,10.00
2733,ec8e2d25-5730-4753-a0a2-d1ed41e23623,11/8/2020 6:51:06,Video,Healthy Eating,Dislike,Negative,10.00
2734,ec8e2d25-5730-4753-a0a2-d1ed41e23623,1/31/2021 19:33:19,Video,Healthy Eating,Want,Positive,70.00
2735,ec8e2d25-5730-4753-a0a2-d1ed41e23623,2/14/2021 17:01:43,Video,Healthy Eating,Want,Positive,70.00
2736,ec8e2d25-5730-4753-a0a2-d1ed41e23623,5/24/2021 23:12:42,Video,Healthy Eating,Scared,Negative,15.00
2737,ec8e2d25-5730-4753-a0a2-d1ed41e23623,2/27/2021 7:41:45,Video,Healthy Eating,Cherish,Positive,70.00
2738,ec8e2d25-5730-4753-a0a2-d1ed41e23623,7/14/2020 15:35:46,Video,Healthy Eating,Worried,Negative,12.00
2739,ec8e2d25-5730-4753-a0a2-d1ed41e23623,7/6/2020 21:32:09,Video,Healthy Eating,Heart,Positive,60.00
2740,67f2a150-6086-4cbd-8d21-46250ccef5a2,3/3/2021 1:28:18,Gif,Cooking,Peeking,Neutral,35.00
2741,67f2a150-6086-4cbd-8d21-46250ccef5a2,5/7/2021 2:46:12,Gif,Cooking,Love,Positive,65.00
2742,67f2a150-6086-4cbd-8d21-46250ccef5a2,10/23/2020 11:36:46,Gif,Cooking,Disgust,Negative,0.00
2743,67f2a150-6086-4cbd-8d21-46250ccef5a2,4/3/2021 22:31:54,Gif,Cooking,Disgust,Negative,0.00
2744,67f2a150-6086-4cbd-8d21-46250ccef5a2,11/20/2020 21:26:16,Gif,Cooking,Want,Positive,70.00
2745,67f2a150-6086-4cbd-8d21-46250ccef5a2,8/11/2020 7:06:08,Gif,Cooking,Scared,Negative,15.00
2746,67f2a150-6086-4cbd-8d21-46250ccef5a2,5/15/2021 11:35:53,Gif,Cooking,Hate,Negative,5.00
2747,67f2a150-6086-4cbd-8d21-46250ccef5a2,2/16/2021 7:12:04,Gif,Cooking,Dislike,Negative,10.00
2748,67f2a150-6086-4cbd-8d21-46250ccef5a2,12/23/2020 13:18:04,Gif,Cooking,Disgust,Negative,0.00
2749,67f2a150-6086-4cbd-8d21-46250ccef5a2,9/10/2020 18:16:27,Gif,Cooking,Intrigued,Positive,45.00
2750,67f2a150-6086-4cbd-8d21-46250ccef5a2,11/11/2020 1:36:08,Gif,Cooking,Want,Positive,70.00
2751,67f2a150-6086-4cbd-8d21-46250ccef5a2,11/14/2020 3:44:56,Gif,Cooking,Peeking,Neutral,35.00
2752,67f2a150-6086-4cbd-8d21-46250ccef5a2,7/10/2020 4:12:10,Gif,Cooking,Interested,Positive,30.00
2753,67f2a150-6086-4cbd-8d21-46250ccef5a2,4/3/2021 10:47:29,Gif,Cooking,Like,Positive,50.00
2754,67f2a150-6086-4cbd-8d21-46250ccef5a2,4/16/2021 10:24:32,Gif,Cooking,Disgust,Negative,0.00
2755,67f2a150-6086-4cbd-8d21-46250ccef5a2,8/21/2020 11:57:42,Gif,Cooking,Heart,Positive,60.00
2756,67f2a150-6086-4cbd-8d21-46250ccef5a2,8/18/2020 0:46:25,Gif,Cooking,Heart,Positive,60.00
2757,67f2a150-6086-4cbd-8d21-46250ccef5a2,7/8/2020 21:07:05,Gif,Cooking,Disgust,Negative,0.00
2758,67f2a150-6086-4cbd-8d21-46250ccef5a2,11/13/2020 15:40:16,Gif,Cooking,Disgust,Negative,0.00
2759,67f2a150-6086-4cbd-8d21-46250ccef5a2,9/16/2020 14:44:09,Gif,Cooking,Hate,Negative,5.00
2760,67f2a150-6086-4cbd-8d21-46250ccef5a2,9/14/2020 10:32:35,Gif,Cooking,Disgust,Negative,0.00
2761,67f2a150-6086-4cbd-8d21-46250ccef5a2,7/11/2020 18:40:49,Gif,Cooking,Scared,Negative,15.00
2762,67f2a150-6086-4cbd-8d21-46250ccef5a2,9/30/2020 8:30:56,Gif,Cooking,Intrigued,Positive,45.00
2763,67f2a150-6086-4cbd-8d21-46250ccef5a2,8/5/2020 18:28:56,Gif,Cooking,Hate,Negative,5.00
2764,67f2a150-6086-4cbd-8d21-46250ccef5a2,4/1/2021 2:03:45,Gif,Cooking,Hate,Negative,5.00
2765,67f2a150-6086-4cbd-8d21-46250ccef5a2,2/10/2021 16:55:19,Gif,Cooking,Worried,Negative,12.00
2766,67f2a150-6086-4cbd-8d21-46250ccef5a2,11/12/2020 20:14:51,Gif,Cooking,Dislike,Negative,10.00
2767,67f2a150-6086-4cbd-8d21-46250ccef5a2,8/7/2020 5:48:57,Gif,Cooking,Intrigued,Positive,45.00
2768,67f2a150-6086-4cbd-8d21-46250ccef5a2,11/1/2020 14:04:06,Gif,Cooking,Interested,Positive,30.00
2769,67f2a150-6086-4cbd-8d21-46250ccef5a2,1/11/2021 13:18:01,Gif,Cooking,Want,Positive,70.00
2770,67f2a150-6086-4cbd-8d21-46250ccef5a2,3/5/2021 14:44:09,Gif,Cooking,Like,Positive,50.00
2771,67f2a150-6086-4cbd-8d21-46250ccef5a2,2/20/2021 21:26:06,Gif,Cooking,Intrigued,Positive,45.00
2772,67f2a150-6086-4cbd-8d21-46250ccef5a2,6/23/2020 1:30:00,Gif,Cooking,Love,Positive,65.00
2773,67f2a150-6086-4cbd-8d21-46250ccef5a2,7/16/2020 15:21:05,Gif,Cooking,Scared,Negative,15.00
2774,67f2a150-6086-4cbd-8d21-46250ccef5a2,10/14/2020 23:46:19,Gif,Cooking,Disgust,Negative,0.00
2775,67f2a150-6086-4cbd-8d21-46250ccef5a2,12/5/2020 23:27:59,Gif,Cooking,Super Love,Positive,75.00
2776,67f2a150-6086-4cbd-8d21-46250ccef5a2,11/1/2020 8:01:26,Gif,Cooking,Disgust,Negative,0.00
2777,67f2a150-6086-4cbd-8d21-46250ccef5a2,5/12/2021 4:29:37,Gif,Cooking,Love,Positive,65.00
2778,67f2a150-6086-4cbd-8d21-46250ccef5a2,8/5/2020 17:07:41,Gif,Cooking,Love,Positive,65.00
2779,67f2a150-6086-4cbd-8d21-46250ccef5a2,11/13/2020 18:20:13,Gif,Cooking,Adore,Positive,72.00
2780,67f2a150-6086-4cbd-8d21-46250ccef5a2,6/25/2020 15:55:58,Gif,Cooking,Scared,Negative,15.00
2781,67f2a150-6086-4cbd-8d21-46250ccef5a2,5/20/2021 0:01:57,Gif,Cooking,Disgust,Negative,0.00
2782,67f2a150-6086-4cbd-8d21-46250ccef5a2,1/11/2021 11:28:19,Gif,Cooking,Indifferent,Neutral,20.00
2783,67f2a150-6086-4cbd-8d21-46250ccef5a2,1/12/2021 20:05:26,Gif,Cooking,Interested,Positive,30.00
2784,67f2a150-6086-4cbd-8d21-46250ccef5a2,1/22/2021 17:44:07,Gif,Cooking,Want,Positive,70.00
2785,67f2a150-6086-4cbd-8d21-46250ccef5a2,12/11/2020 8:51:16,Gif,Cooking,Peeking,Neutral,35.00
2786,67f2a150-6086-4cbd-8d21-46250ccef5a2,6/25/2020 17:32:09,Gif,Cooking,Super Love,Positive,75.00
2787,65545cfb-59bb-4dc1-a38b-82f268210da2,3/27/2021 3:20:44,Audio,Technology,Peeking,Neutral,35.00
2788,65545cfb-59bb-4dc1-a38b-82f268210da2,12/25/2020 17:44:41,Audio,Technology,Cherish,Positive,70.00
2789,65545cfb-59bb-4dc1-a38b-82f268210da2,6/19/2020 11:23:37,Audio,Technology,Scared,Negative,15.00
2790,65545cfb-59bb-4dc1-a38b-82f268210da2,6/6/2021 19:52:10,Audio,Technology,Indifferent,Neutral,20.00
2791,65545cfb-59bb-4dc1-a38b-82f268210da2,1/4/2021 11:54:21,Audio,Technology,Hate,Negative,5.00
2792,65545cfb-59bb-4dc1-a38b-82f268210da2,8/13/2020 17:25:38,Audio,Technology,Worried,Negative,12.00
2793,65545cfb-59bb-4dc1-a38b-82f268210da2,7/6/2020 14:07:34,Audio,Technology,Disgust,Negative,0.00
2794,65545cfb-59bb-4dc1-a38b-82f268210da2,8/14/2020 11:46:39,Audio,Technology,Want,Positive,70.00
2795,65545cfb-59bb-4dc1-a38b-82f268210da2,10/19/2020 9:38:49,Audio,Technology,Worried,Negative,12.00
2796,65545cfb-59bb-4dc1-a38b-82f268210da2,1/30/2021 23:00:29,Audio,Technology,Adore,Positive,72.00
2797,65545cfb-59bb-4dc1-a38b-82f268210da2,11/22/2020 17:40:57,Audio,Technology,Heart,Positive,60.00
2798,65545cfb-59bb-4dc1-a38b-82f268210da2,5/21/2021 2:46:08,Audio,Technology,Super Love,Positive,75.00
2799,65545cfb-59bb-4dc1-a38b-82f268210da2,9/21/2020 1:04:02,Audio,Technology,Worried,Negative,12.00
2800,65545cfb-59bb-4dc1-a38b-82f268210da2,5/24/2021 10:53:17,Audio,Technology,Want,Positive,70.00
2801,65545cfb-59bb-4dc1-a38b-82f268210da2,9/4/2020 10:35:23,Audio,Technology,Like,Positive,50.00
2802,65545cfb-59bb-4dc1-a38b-82f268210da2,1/2/2021 14:49:18,Audio,Technology,Cherish,Positive,70.00
2803,65545cfb-59bb-4dc1-a38b-82f268210da2,2/28/2021 14:54:00,Audio,Technology,Want,Positive,70.00
2804,65545cfb-59bb-4dc1-a38b-82f268210da2,8/12/2020 7:36:28,Audio,Technology,Adore,Positive,72.00
2805,65545cfb-59bb-4dc1-a38b-82f268210da2,7/6/2020 11:35:14,Audio,Technology,Interested,Positive,30.00
2806,65545cfb-59bb-4dc1-a38b-82f268210da2,6/27/2020 11:01:16,Audio,Technology,Indifferent,Neutral,20.00
2807,65545cfb-59bb-4dc1-a38b-82f268210da2,12/2/2020 5:54:01,Audio,Technology,Peeking,Neutral,35.00
2808,65545cfb-59bb-4dc1-a38b-82f268210da2,4/24/2021 4:14:37,Audio,Technology,Dislike,Negative,10.00
2809,65545cfb-59bb-4dc1-a38b-82f268210da2,11/13/2020 20:36:37,Audio,Technology,Love,Positive,65.00
2810,65545cfb-59bb-4dc1-a38b-82f268210da2,9/6/2020 13:50:31,Audio,Technology,Disgust,Negative,0.00
2811,65545cfb-59bb-4dc1-a38b-82f268210da2,11/19/2020 4:55:19,Audio,Technology,Love,Positive,65.00
2812,65545cfb-59bb-4dc1-a38b-82f268210da2,12/23/2020 10:22:06,Audio,Technology,Hate,Negative,5.00
2813,65545cfb-59bb-4dc1-a38b-82f268210da2,7/26/2020 11:45:37,Audio,Technology,Adore,Positive,72.00
2814,65545cfb-59bb-4dc1-a38b-82f268210da2,10/17/2020 21:17:42,Audio,Technology,Dislike,Negative,10.00
2815,65545cfb-59bb-4dc1-a38b-82f268210da2,7/24/2020 6:30:25,Audio,Technology,Indifferent,Neutral,20.00
2816,65545cfb-59bb-4dc1-a38b-82f268210da2,5/22/2021 1:55:16,Audio,Technology,Super Love,Positive,75.00
2817,65545cfb-59bb-4dc1-a38b-82f268210da2,2/3/2021 15:06:11,Audio,Technology,Love,Positive,65.00
2818,65545cfb-59bb-4dc1-a38b-82f268210da2,2/11/2021 8:20:56,Audio,Technology,Peeking,Neutral,35.00
2819,65545cfb-59bb-4dc1-a38b-82f268210da2,5/30/2021 10:22:12,Audio,Technology,Worried,Negative,12.00
2820,65545cfb-59bb-4dc1-a38b-82f268210da2,5/17/2021 21:37:22,Audio,Technology,Peeking,Neutral,35.00
2821,65545cfb-59bb-4dc1-a38b-82f268210da2,12/9/2020 15:42:22,Audio,Technology,Adore,Positive,72.00
2822,65545cfb-59bb-4dc1-a38b-82f268210da2,7/16/2020 5:06:05,Audio,Technology,Hate,Negative,5.00
2823,65545cfb-59bb-4dc1-a38b-82f268210da2,10/15/2020 4:56:29,Audio,Technology,Disgust,Negative,0.00
2824,65545cfb-59bb-4dc1-a38b-82f268210da2,7/18/2020 7:08:01,Audio,Technology,Peeking,Neutral,35.00
2825,65545cfb-59bb-4dc1-a38b-82f268210da2,5/31/2021 7:03:00,Audio,Technology,Interested,Positive,30.00
2826,65545cfb-59bb-4dc1-a38b-82f268210da2,10/22/2020 20:13:33,Audio,Technology,Hate,Negative,5.00
2827,65545cfb-59bb-4dc1-a38b-82f268210da2,4/2/2021 13:48:41,Audio,Technology,Cherish,Positive,70.00
2828,433607b3-eeb4-48b8-9263-9805c1b89d55,9/22/2020 14:47:22,Video,Education,Indifferent,Neutral,20.00
2829,433607b3-eeb4-48b8-9263-9805c1b89d55,7/16/2020 2:24:28,Video,Education,Like,Positive,50.00
2830,433607b3-eeb4-48b8-9263-9805c1b89d55,7/26/2020 8:44:47,Video,Education,Intrigued,Positive,45.00
2831,433607b3-eeb4-48b8-9263-9805c1b89d55,10/4/2020 8:56:26,Video,Education,Love,Positive,65.00
2832,433607b3-eeb4-48b8-9263-9805c1b89d55,2/28/2021 20:38:03,Video,Education,Cherish,Positive,70.00
2833,433607b3-eeb4-48b8-9263-9805c1b89d55,9/30/2020 1:50:41,Video,Education,Heart,Positive,60.00
2834,433607b3-eeb4-48b8-9263-9805c1b89d55,6/11/2021 5:05:08,Video,Education,Interested,Positive,30.00
2835,433607b3-eeb4-48b8-9263-9805c1b89d55,6/1/2021 3:13:58,Video,Education,Adore,Positive,72.00
2836,433607b3-eeb4-48b8-9263-9805c1b89d55,10/14/2020 7:29:10,Video,Education,Want,Positive,70.00
2837,433607b3-eeb4-48b8-9263-9805c1b89d55,8/1/2020 7:15:54,Video,Education,Dislike,Negative,10.00
2838,433607b3-eeb4-48b8-9263-9805c1b89d55,10/13/2020 2:49:21,Video,Education,Heart,Positive,60.00
2839,433607b3-eeb4-48b8-9263-9805c1b89d55,11/17/2020 20:03:35,Video,Education,Adore,Positive,72.00
2840,433607b3-eeb4-48b8-9263-9805c1b89d55,2/28/2021 13:40:23,Video,Education,Heart,Positive,60.00
2841,433607b3-eeb4-48b8-9263-9805c1b89d55,5/12/2021 3:23:28,Video,Education,Heart,Positive,60.00
2842,433607b3-eeb4-48b8-9263-9805c1b89d55,11/30/2020 21:19:03,Video,Education,Worried,Negative,12.00
2843,433607b3-eeb4-48b8-9263-9805c1b89d55,2/27/2021 21:17:44,Video,Education,Dislike,Negative,10.00
2844,433607b3-eeb4-48b8-9263-9805c1b89d55,3/30/2021 13:42:27,Video,Education,Adore,Positive,72.00
2845,433607b3-eeb4-48b8-9263-9805c1b89d55,11/13/2020 12:23:05,Video,Education,Heart,Positive,60.00
2846,433607b3-eeb4-48b8-9263-9805c1b89d55,2/14/2021 13:20:51,Video,Education,Intrigued,Positive,45.00
2847,433607b3-eeb4-48b8-9263-9805c1b89d55,11/3/2020 1:11:52,Video,Education,Heart,Positive,60.00
2848,433607b3-eeb4-48b8-9263-9805c1b89d55,2/12/2021 22:24:00,Video,Education,Peeking,Neutral,35.00
2849,433607b3-eeb4-48b8-9263-9805c1b89d55,4/15/2021 19:53:39,Video,Education,Worried,Negative,12.00
2850,433607b3-eeb4-48b8-9263-9805c1b89d55,1/20/2021 20:27:02,Video,Education,Disgust,Negative,0.00
2851,433607b3-eeb4-48b8-9263-9805c1b89d55,4/14/2021 3:34:59,Video,Education,Disgust,Negative,0.00
2852,433607b3-eeb4-48b8-9263-9805c1b89d55,9/11/2020 6:18:35,Video,Education,Indifferent,Neutral,20.00
2853,433607b3-eeb4-48b8-9263-9805c1b89d55,8/24/2020 4:58:56,Video,Education,Scared,Negative,15.00
2854,1000371f-7758-4c44-a1bc-41fd836b0bcb,1/23/2021 20:42:09,Audio,Studying,Disgust,Negative,0.00
2855,1000371f-7758-4c44-a1bc-41fd836b0bcb,10/2/2020 2:23:05,Audio,Studying,Cherish,Positive,70.00
2856,1000371f-7758-4c44-a1bc-41fd836b0bcb,12/8/2020 2:39:38,Audio,Studying,Indifferent,Neutral,20.00
2857,1000371f-7758-4c44-a1bc-41fd836b0bcb,7/31/2020 11:20:07,Audio,Studying,Peeking,Neutral,35.00
2858,1000371f-7758-4c44-a1bc-41fd836b0bcb,7/14/2020 4:49:07,Audio,Studying,Hate,Negative,5.00
2859,1000371f-7758-4c44-a1bc-41fd836b0bcb,1/21/2021 20:41:49,Audio,Studying,Heart,Positive,60.00
2860,1000371f-7758-4c44-a1bc-41fd836b0bcb,12/31/2020 0:56:48,Audio,Studying,Scared,Negative,15.00
2861,1000371f-7758-4c44-a1bc-41fd836b0bcb,7/14/2020 0:44:38,Audio,Studying,Intrigued,Positive,45.00
2862,1000371f-7758-4c44-a1bc-41fd836b0bcb,1/14/2021 7:15:45,Audio,Studying,Adore,Positive,72.00
2863,1000371f-7758-4c44-a1bc-41fd836b0bcb,6/1/2021 22:58:56,Audio,Studying,Like,Positive,50.00
2864,1000371f-7758-4c44-a1bc-41fd836b0bcb,8/14/2020 18:44:35,Audio,Studying,Cherish,Positive,70.00
2865,1000371f-7758-4c44-a1bc-41fd836b0bcb,11/15/2020 21:05:00,Audio,Studying,Scared,Negative,15.00
2866,1000371f-7758-4c44-a1bc-41fd836b0bcb,1/10/2021 17:47:53,Audio,Studying,Dislike,Negative,10.00
2867,1000371f-7758-4c44-a1bc-41fd836b0bcb,5/18/2021 19:51:04,Audio,Studying,Interested,Positive,30.00
2868,1000371f-7758-4c44-a1bc-41fd836b0bcb,1/9/2021 4:41:45,Audio,Studying,Love,Positive,65.00
2869,1000371f-7758-4c44-a1bc-41fd836b0bcb,9/12/2020 9:54:48,Audio,Studying,Heart,Positive,60.00
2870,1000371f-7758-4c44-a1bc-41fd836b0bcb,12/10/2020 10:47:51,Audio,Studying,Love,Positive,65.00
